"","﻿obs","time","elapsed","date","hhmmss","averaging","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","A.MN","A.SLP","A.SD","A.OK","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","gsw.MN","gsw.SLP","gsw.SD","gsw.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"11",11,1652751956,20,"20220517 09:45:56","9:45:56",2,1652751948,0.001889239,1.889238545,26.67686142,53.73542083,30.21008403,3.080535038,5.479423576,0.138300811,3.255781932,0.135118044,0.084728636,305.3993318,27.72709698,25,3.734883766,67.50638467,2.351671205,3.483627832,1.383212561,-83.31541984,-208.3375245,-13.82830909,-0.081921598,11.73783882,1.877470535,-0.281773306,70.5710513,61.87961939,1.216369039,89.12386144,1.889238545,21.96053223,23.06792294,-2.82e-06,105.3543778,0,0,1,0,53954.39356,1999.99375,1681.194835,0.840600044,0.152700143,3,0.5,"0: Broadleaf",2,TRUE,1652751948,53.73542083,60.838475,23.0622875,21.9618125,54.93843333,23.476975,500.01275,101.8704167,0.100006025,26.5401625,27.971475,999.9,0,0,10001.06417,774.5011667,39.07072083,1999.99375,0.979998042,0.020001942,33,44861.05417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,6.924775458,67.57504837,6.870189891,0,-4.61159742,-42.74467861,4.199661419,0,1.09619675,0.063208368,0.006738793,1,0.136633306,0.009284039,0.001004293,1,2,4,"2月4日,2.9103",2.67292,0.0178065,0.021083,0.111854,0.107104,26726.1,26043.8,26130.6,25642.1,36026.8,35862.2,41442.7,41228.7,1.98997,1.84127,0.0665896,0,100,100,-1.218,-0.4145,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1279.8,1279.9,0.32959,2.57446,1.60278,2.26318,1.50269,2.30713,35.6613,23.8598,19,531.228,503.664,24.8049,31.5989,30.0001,31.5264,31.5226,6.59332,31.7551,56.5832,24.8253,87.1061,22,100.648,98.469,NA
"12",12,1652751958,22,"20220517 09:45:58","9:45:58",2,1652751950,0.001896252,1.896251541,27.97696264,55.26212917,32.73109244,3.337604815,5.635105175,0.138882585,3.255576012,0.135673121,0.085077881,305.3993701,27.72518984,25,3.734467697,67.5113179,2.351798014,3.483561108,1.382669684,-83.62469294,-208.0466579,-13.80972218,-0.081702881,14.19851253,1.881404886,-0.211159352,73.94664608,64.52102303,1.311170125,89.12386144,1.896251541,21.96066772,23.07209412,5.26e-06,105.3543778,0,0,1,0,53948.82123,1999.99375,1681.19496,0.840600107,0.152700162,3,0.5,"0: Broadleaf",2,TRUE,1652751950,55.26212917,63.84339583,23.06352083,21.96074167,56.46818333,23.47818333,500.013,101.8704583,0.100009692,26.5398375,27.96825417,999.9,0,0,9999.971667,774.47325,39.069925,1999.99375,0.979998,0.020002054,33,44861.05,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,8.86338128,73.41363365,7.333027177,0,-5.82820362,-45.2915428,4.398512131,0,1.09791025,0.061475685,0.0066154,1,0.136868153,0.009198605,0.000997965,1,2,4,"2月4日,2.91032",2.67293,0.0185372,0.0220263,0.111859,0.107083,26706.2,26018.7,26130.5,25642,36026.6,35862.9,41442.7,41228.5,1.98997,1.8412,0.0662804,0,100,100,-1.223,-0.4145,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1279.9,1279.9,0.336914,2.56836,1.60278,2.26318,1.50269,2.29492,35.6845,23.8598,19,531.229,503.622,24.8139,31.5997,30.0002,31.5266,31.5242,6.74019,31.7551,56.5832,24.8253,90.4731,22,100.648,98.4688,NA
"13",13,1652751960,24,"20220517 09:46:00","9:46:00",2,1652751952,0.001891007,1.89100727,29.18013447,57.09543333,35.25210084,3.594668309,5.822040102,0.138479038,3.255736084,0.135288121,0.084835643,305.3991454,27.72622846,25,3.734694281,67.51564345,2.35192906,3.483532023,1.382765221,-83.39342063,-208.2640556,-13.82353501,-0.081865808,16.4187222,1.885428209,0.091395126,77.41615359,67.29691576,1.38087904,89.12386144,1.89100727,21.96304581,23.07114471,3.5e-05,105.3543778,0,0,1,0,53953.22185,1999.9925,1681.193844,0.840600074,0.152700145,3,0.5,"0: Broadleaf",2,TRUE,1652751952,57.09543333,67.0110125,23.0648375,21.9597,58.3051375,23.47946667,500.0122917,101.8703333,0.099995325,26.53969583,27.96448333,999.9,0,0,10000.83,774.435625,39.0657125,1999.9925,0.979998125,0.020001896,33,44861.02917,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,10.940902,74.78502619,7.443692202,0,-7.125250745,-44.83600234,4.359909209,0,1.1003765,0.05979985,0.006443367,1,0.137192238,0.009076086,0.000987152,1,2,4,"2月4日,2.91035",2.67293,0.0192987,0.022955,0.111864,0.107061,26685.3,25994,26130.4,25642,36026.3,35863.8,41442.6,41228.5,1.99018,1.84112,0.0657514,0,100,100,-1.228,-0.4145,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1279.9,1279.9,0.344238,2.56958,1.60278,2.26196,1.50269,2.30469,35.6845,23.8511,19,531.377,503.573,24.8221,31.601,30.0001,31.5278,31.5249,6.88605,31.7551,56.5832,24.8598,93.8186,22,100.648,98.4686,NA
"14",14,1652751962,26,"20220517 09:46:02","9:46:02",2,1652751954,0.001895133,1.895133136,30.46548861,59.20455833,37.77310924,3.851737809,6.037110536,0.13882806,3.25525459,0.135620776,0.085044975,305.3990469,27.72518682,25,3.734467039,67.5209881,2.352082898,3.48348412,1.382384141,-83.57537129,-208.0913998,-13.81402985,-0.081754032,18.29088002,1.890180466,0.118556887,80.87734171,70.21948727,1.45249006,89.12386144,1.895133136,21.961811,23.07247471,1.87e-05,105.3543778,0,0,1,0,53940.09753,1999.992083,1681.193532,0.840600093,0.152700128,3,0.5,"0: Broadleaf",2,TRUE,1652751954,59.20455833,70.2460375,23.0663375,21.95840833,60.4184375,23.48094167,500.00875,101.870375,0.099991913,26.5394625,27.96121667,999.9,0,0,9998.28125,774.4008333,39.06075833,1999.992083,0.979998458,0.020001596,33,44861.02917,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,13.12517614,71.13361057,7.123113357,0,-8.4680061,-41.28208107,4.044551356,0,1.10355325,0.061857974,0.006736819,1,0.137626987,0.009122294,0.000993941,1,2,4,"2月4日,2.91036",2.67301,0.020101,0.0238798,0.111869,0.107054,26663.3,25969.4,26130.2,25641.9,36025.8,35864.1,41442.2,41228.5,1.9901,1.841,0.0663847,0,100,100,-1.234,-0.4145,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1279.9,1280,0.351562,2.56714,1.60278,2.26196,1.50269,2.29126,35.6845,23.8511,19,531.338,503.485,24.8297,31.6017,30.0001,31.5292,31.5255,7.03116,31.7551,56.5832,24.8598,97.1738,22,100.647,98.4687,NA
"15",15,1652751964,28,"20220517 09:46:04","9:46:04",2,1652751956,0.00190969,1.909690328,31.2672877,61.54804167,40.29411765,4.10880853,6.276080316,0.140016789,3.254673626,0.136754472,0.085758321,305.3990012,27.7217115,25,3.733708957,67.52672447,2.352249221,3.483434506,1.381459736,-84.21734345,-207.4868652,-13.77610062,-0.081308012,19.84085596,1.895278367,0.061497944,84.30666136,73.25527515,1.511295839,89.12386144,1.909690328,21.95463993,23.07393206,7.09e-06,105.3543778,0,0,1,0,53924.25894,1999.992083,1681.193507,0.840600081,0.152700105,3,0.5,"0: Broadleaf",2,TRUE,1652751956,61.54804167,73.52230417,23.06795417,21.95704167,62.76654583,23.48252917,500.0100833,101.8704167,0.100014013,26.53922083,27.96095,999.9,0,0,9995.207917,774.370375,39.0510875,1999.992083,0.97999875,0.0200013,33,44861.05,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,15.3081488,63.12668392,6.368245633,0,-9.76059975,-35.7108663,3.516371154,0,1.10671075,0.073142251,0.008061181,1,0.138104186,0.01012436,0.001124802,1,2,4,"2月4日,2.9104",2.67316,0.0209245,0.0247986,0.111866,0.107055,26640.8,25945,26130.1,25641.9,36025.6,35864.1,41441.9,41228.5,1.99025,1.8408,0.0672042,0,100,100,-1.24,-0.4144,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280,1280,0.358887,2.56226,1.60278,2.26196,1.50269,2.28394,35.7078,23.8511,19,531.441,503.348,24.8421,31.6017,30.0001,31.5292,31.5268,7.1773,31.7551,56.5832,24.8598,100.523,22,100.646,98.4686,NA
"16",16,1652751966,30,"20220517 09:46:06","9:46:06",2,1652751958,0.001918979,1.918979199,32.32804458,64.0806375,42.81512605,4.365878635,6.534332887,0.1407756,3.255128705,0.137478725,0.086213983,305.3989543,27.71967869,25,3.733265598,67.52971647,2.35239677,3.483498662,1.380868829,-84.62698266,-207.104298,-13.74865923,-0.080985552,21.13319448,1.90033032,0.249413136,87.73053627,76.34078121,1.541916958,89.12386144,1.918979199,21.94905423,23.07374941,1.13e-05,105.3543778,0,0,1,0,53936.6446,1999.992083,1681.193456,0.840600055,0.152700082,3,0.5,"0: Broadleaf",2,TRUE,1652751958,64.0806375,76.8333,23.06939167,21.955525,65.304125,23.48394167,500.0125,101.8704583,0.100014213,26.53953333,27.960225,999.9,0,0,9997.607917,774.3398333,39.04004583,1999.992083,0.979999,0.020001029,33,44861.05833,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,17.31124877,53.45314028,5.408583542,0,-10.899303,-29.94906754,2.9526395,0,1.1093245,0.087174259,0.009243467,1,0.138509717,0.011810899,0.001290192,1,2,4,"2月4日,2.91044",2.67314,0.0217601,0.0257154,0.111872,0.107052,26618,25920.7,26129.9,25642,36025.5,35864.2,41442,41228.6,1.99028,1.84075,0.0671297,0,100,100,-1.245,-0.4144,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280,1280,0.366211,2.5708,1.60278,2.26196,1.50269,2.26685,35.7078,23.8511,19,531.47,503.319,24.8566,31.6031,30,31.5306,31.5276,7.32258,31.7551,56.5832,24.8929,103.897,22,100.646,98.4688,NA
"17",17,1652751968,32,"20220517 09:46:08","9:46:08",2,1652751960,0.001925357,1.925356865,32.56569407,66.76830833,45.33613445,4.622945497,6.80839366,0.141298736,3.256522686,0.13797901,0.086528649,305.3988475,27.71845497,25,3.732998724,67.53150988,2.352563804,3.483653495,1.38043492,-84.90823773,-206.8457397,-13.72558452,-0.080714372,22.20676871,1.905758867,0.314365127,91.1626052,79.49650182,1.574381353,89.12386144,1.925356865,21.94814334,23.07666765,-2.29e-07,105.3543778,0,0,1,0,53974.63611,1999.991667,1681.193069,0.840600037,0.15270006,3,0.5,"0: Broadleaf",2,TRUE,1652751960,66.76830833,80.16832083,23.0710375,21.95399583,67.9970625,23.48555833,500.01475,101.8704583,0.099979888,26.5402875,27.95689167,999.9,0,0,10004.97667,774.312375,39.03384583,1999.991667,0.97999925,0.020000767,33,44861.05417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,19.02234474,44.5651039,4.512486672,0,-11.85433275,-24.97656709,2.464634208,0,1.1117715,0.098566379,0.010044574,1,0.138847185,0.013312664,0.001400027,1,2,4,"2月4日,2.9103",2.67309,0.0226122,0.0266257,0.111882,0.107053,26595,25896.6,26130,25642,36025.1,35864.3,41442,41228.7,1.98993,1.84088,0.0668317,0,100,100,-1.251,-0.4144,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280,1280.1,0.373535,2.56714,1.60278,2.26318,1.50269,2.26807,35.7311,23.8511,19,531.241,503.415,24.8713,31.6044,30,31.532,31.5282,7.4692,31.7551,56.5832,24.8929,107.296,22,100.646,98.4691,NA
"18",18,1652751970,34,"20220517 09:46:10","9:46:10",2,1652751962,0.001930845,1.930845076,33.31312757,69.586175,47.85714286,4.880009572,7.095726569,0.141747842,3.256994089,0.13840772,0.086798366,305.398868,27.71773899,25,3.732842587,67.53427224,2.352762294,3.483804912,1.380080293,-85.15026784,-206.6204628,-13.70865284,-0.080515479,23.08947636,1.911616641,0.186816497,94.59331695,82.73162061,1.611966156,89.12386144,1.930845076,21.94834633,23.08004471,4.04e-06,105.3543778,0,0,1,0,53987.40126,1999.992083,1681.193382,0.840600019,0.152700038,3,0.5,"0: Broadleaf",2,TRUE,1652751962,69.586175,83.5192375,23.07300417,21.95253333,70.82042917,23.48747917,500.0156667,101.870375,0.099974267,26.541025,27.95290417,999.9,0,0,10007.47833,774.2859167,39.030025,1999.992083,0.9799995,0.020000504,33,44861.06667,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,20.44308408,37.11778165,3.764940527,0,-12.646625,-20.80518732,2.057955049,0,1.1144655,0.104954747,0.010506586,0,0.139205939,0.014326694,0.001473522,1,1,4,"1月4日,2.91032",2.67293,0.0234783,0.0275277,0.111891,0.107061,26571.6,25872.5,26130.2,25642,36024.8,35864.2,41442.1,41228.9,1.98993,1.841,0.066407,0,100,100,-1.258,-0.4143,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.1,1280.1,0.380859,2.56958,1.60278,2.26196,1.50269,2.25464,35.7311,23.8511,19,531.242,503.52,24.8856,31.6044,30.0001,31.532,31.5296,7.61629,31.7551,56.2092,24.9269,110.676,22,100.647,98.4693,NA
"19",19,1652751972,36,"20220517 09:46:12","9:46:12",2,1652751964,0.001934694,1.934694168,34.69735383,72.50690417,50.37815126,5.137078772,7.393555915,0.142053512,3.256482454,0.138698638,0.086981472,305.3986516,27.71786195,25,3.732869401,67.53594365,2.352939543,3.483981145,1.379929859,-85.32001283,-206.4589011,-13.70015294,-0.080415205,23.81327728,1.917081347,0.30305616,97.99792654,85.97876727,1.623801079,89.12386144,1.934694168,21.9482039,23.08202412,1.87e-05,105.3543778,0,0,1,0,53973.24597,1999.990833,1681.192406,0.840600056,0.152700026,3,0.5,"0: Broadleaf",2,TRUE,1652751964,72.50690417,86.87775417,23.0747375,21.95107083,73.74683333,23.48917917,500.018,101.870375,0.099995963,26.54188333,27.95042917,999.9,0,0,10004.77208,774.2578333,39.02592083,1999.990833,0.979999833,0.020000225,33,44861.05417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,21.61688773,30.70835507,3.126897294,0,-13.30195275,-17.15958473,1.704726714,0,1.11721425,0.10494788,0.010510497,0,0.139592413,0.014493635,0.001486972,1,1,4,"1月4日,2.91037",2.67299,0.0243456,0.0284319,0.111898,0.107065,26548.1,25848.4,26130.2,25641.9,36024.6,35864,41442.1,41228.9,1.99008,1.84083,0.0670962,0,100,100,-1.264,-0.4142,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.1,1280.1,0.388184,2.5708,1.60278,2.26196,1.50269,2.27661,35.7311,23.8511,19,531.351,503.398,24.898,31.6052,30.0002,31.5327,31.5303,7.76402,31.7551,56.2092,24.9269,114.032,22,100.647,98.4691,NA
"20",20,1652751974,38,"20220517 09:46:14","9:46:14",2,1652751966,0.001937916,1.937915731,34.96999547,75.5066625,52.89915966,5.394149525,7.699446082,0.142303216,3.255881957,0.138936083,0.08713094,305.3986589,27.71834708,25,3.732975196,67.53672019,2.353111048,3.48419503,1.379864148,-85.46208373,-206.323141,-13.69377376,-0.080339568,24.39932724,1.922296933,0.587780394,101.4157682,89.2251,1.623374782,89.12386144,1.937915731,21.94872302,23.08443853,1.75e-05,105.3543778,0,0,1,0,53956.6318,1999.99125,1681.192669,0.840600012,0.152699998,3,0.5,"0: Broadleaf",2,TRUE,1652751966,75.5066625,90.23280417,23.07640833,21.9496875,76.75239167,23.4908125,500.0184167,101.8704167,0.100003258,26.542925,27.95246667,999.9,0,0,10001.59292,774.2345,39.02290417,1999.99125,0.980000083,0.019999933,33,44861.06667,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,22.58585079,25.15655029,2.575183494,0,-13.8432875,-14.02151257,1.400320503,0,1.11998925,0.097536023,0.009952081,1,0.139968479,0.013734836,0.001429601,1,2,4,"2月4日,2.9104",2.6729,0.0252084,0.0293341,0.111906,0.107049,26524.5,25824.4,26130.1,25641.9,36024.3,35864.5,41442.2,41228.6,1.99002,1.8406,0.0686944,0,100,100,-1.27,-0.4142,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.1,1280.2,0.394287,2.56226,1.60278,2.26196,1.50269,2.26196,35.7311,23.8511,19,531.329,503.231,24.9111,31.6066,30.0002,31.5341,31.5303,7.9119,31.7551,56.2092,24.9269,114.032,22,100.647,98.4687,NA
"21",21,1652751976,40,"20220517 09:46:16","9:46:16",2,1652751968,0.001937334,1.937333708,34.77187682,78.57112083,55.42016807,5.651223889,8.011938803,0.142243261,3.255736248,0.138878782,0.087094895,305.3989282,27.71994236,25,3.733323102,67.53672349,2.353306473,3.484484221,1.380016629,-85.43641653,-206.3467203,-13.69615728,-0.080365913,24.87414238,1.927766367,0.625431709,104.8488643,92.51320667,1.640100095,89.12386144,1.937333708,21.95123239,23.08661794,1.64e-05,105.3543778,0,0,1,0,53952.39556,1999.993333,1681.194362,0.840599983,0.152699973,3,0.5,"0: Broadleaf",2,TRUE,1652751968,78.57112083,93.58599583,23.0783,21.94837083,79.82274167,23.49266667,500.0163333,101.8705417,0.099987938,26.54433333,27.95636667,999.9,0,0,10000.81042,774.2150833,39.03035833,1999.993333,0.980000333,0.019999658,33,44861.10417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,23.3905094,20.46292701,2.103012345,0,-14.29472,-11.37534934,1.13843996,0,1.12331825,0.087256548,0.008947335,1,0.140384143,0.012464966,0.001317699,1,2,4,"2月4日,2.91037",2.67287,0.0260787,0.0302411,0.111914,0.107025,26500.9,25800.4,26130.1,25641.9,36024,35865.5,41442.2,41228.7,1.99005,1.84063,0.0690259,0,100,100,-1.276,-0.4141,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.2,1280.2,0.401611,2.5647,1.60278,2.26196,1.50269,2.26929,35.7544,23.8511,19,531.352,503.26,24.9261,31.6072,30,31.5348,31.5317,8.05872,31.7551,56.2092,24.953,117.389,22,100.647,98.4688,NA
"22",22,1652751978,42,"20220517 09:46:18","9:46:18",2,1652751970,0.001942427,1.942427484,35.78787773,81.6885125,57.94117647,5.908292631,8.329821136,0.142636114,3.255751068,0.139253278,0.087330551,305.3989386,27.72043558,25,3.733430671,67.5357632,2.353508787,3.484833331,1.379921885,-85.66105203,-206.1358404,-13.68224782,-0.080201698,25.27037905,1.933337252,0.570068114,108.3099309,95.84476303,1.662536416,89.12386144,1.942427484,21.95066587,23.08903971,1.62e-05,105.3543778,0,0,1,0,53952.49468,1999.99375,1681.194593,0.840599923,0.152699946,3,0.5,"0: Broadleaf",2,TRUE,1652751970,81.6885125,96.94505,23.08028333,21.9470875,82.94610417,23.49460833,500.0147083,101.8705417,0.099991046,26.54603333,27.960225,999.9,0,0,10000.88875,774.1957917,39.04014167,1999.99375,0.9800005,0.019999429,33,44861.12083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,24.06419229,16.56944956,1.699510654,0,-14.67238,-9.221705066,0.918077479,0,1.127209,0.084858011,0.008663707,1,0.140900042,0.011616561,0.00121823,1,2,4,"2月4日,2.91028",2.67296,0.0269553,0.0311479,0.111921,0.107016,26477.1,25776.3,26130.1,25642,36023.7,35865.9,41442.1,41228.7,1.98997,1.8407,0.0684895,0,100,100,-1.282,-0.4141,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.2,1280.2,0.408936,2.5708,1.60278,2.26318,1.50269,2.23877,35.7544,23.8511,19,531.3,503.328,24.9386,31.6072,30,31.5348,31.5331,8.20307,31.7551,56.2092,24.953,120.736,22,100.647,98.4689,NA
"23",23,1652751980,44,"20220517 09:46:20","9:46:20",2,1652751972,0.001957457,1.957456609,35.30232887,84.84462917,60.46218487,6.165360233,8.651650677,0.143829995,3.255908555,0.14039119,0.088046609,305.3989124,27.71871782,25,3.733056046,67.53456443,2.353727654,3.485219271,1.379328392,-86.32383645,-205.5144345,-13.64035293,-0.079711533,25.60794084,1.939243047,0.82617459,111.787532,99.16608,1.662422407,89.12386144,1.957456609,21.94405207,23.09124912,1.52e-05,105.3543778,0,0,1,0,53956.46362,1999.99375,1681.194622,0.840599938,0.152699933,3,0.5,"0: Broadleaf",2,TRUE,1652751972,84.84462917,100.3077625,23.08243333,21.94577083,86.10824167,23.49670833,500.011375,101.8705417,0.09997505,26.5479125,27.9623625,999.9,0,0,10001.72125,774.1779583,39.04207917,1999.99375,0.98000075,0.019999204,33,44861.12083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,24.62161311,13.50159994,1.373410985,0,-14.9829225,-7.600780863,0.749640434,0,1.131154,0.090038724,0.009288585,1,0.141446739,0.011855986,0.001249005,1,2,4,"2月4日,2.91044",2.67297,0.027829,0.0320432,0.111926,0.107018,26453.3,25752.7,26130.1,25642.1,36023.6,35865.9,41442.2,41228.8,1.99008,1.8407,0.0679195,0,100,100,-1.288,-0.4141,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.2,1280.3,0.41626,2.56592,1.60278,2.26196,1.50269,2.26562,35.7544,23.8511,19,531.381,503.329,24.9509,31.608,30.0001,31.5362,31.5331,8.34972,31.7551,56.2092,24.9713,124.079,22,100.647,98.4693,NA
"24",24,1652751982,46,"20220517 09:46:22","9:46:22",2,1652751974,0.001969244,1.969244343,36.14999081,88.03348333,62.98319328,6.422436837,8.97683107,0.144762679,3.255673772,0.141279468,0.088605639,305.3987514,27.71791226,25,3.732880372,67.53394289,2.35396897,3.485608671,1.378911403,-86.84367552,-205.025466,-13.60895449,-0.079344647,25.89666404,1.945384469,0.890486836,115.2416408,102.5146636,1.671505983,89.12386144,1.969244343,21.93880317,23.09289853,1.56e-05,105.3543778,0,0,1,0,53949.70351,1999.992917,1681.193921,0.840599937,0.152699917,3,0.5,"0: Broadleaf",2,TRUE,1652751974,88.03348333,103.6738083,23.08477083,21.94451667,89.3031375,23.49899167,500.0137083,101.8706667,0.09997825,26.54980833,27.96198333,999.9,0,0,10000.46792,774.1655,39.04549583,1999.992917,0.980001,0.019998963,33,44861.10833,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,25.41888621,9.771496427,0.954353458,0,-15.36868049,-5.907087805,0.591183416,0,1.136609756,0.106072474,0.010985435,0,0.142296435,0.013956488,0.001420517,1,1,4,"1月4日,2.91029",2.67282,0.0287035,0.0329302,0.111933,0.107017,26429.5,25729,26130.1,25642,36023.2,35866.2,41442.1,41229,1.99,1.8407,0.0674352,0,100,100,-1.294,-0.4141,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.3,1280.3,0.422363,2.56714,1.60278,2.26196,1.50269,2.27783,35.7777,23.8511,19,531.341,503.329,24.9601,31.6094,30.0001,31.5375,31.5331,8.48151,31.7551,56.2092,24.9713,127.423,22,100.646,98.4695,NA
"25",25,1652751984,48,"20220517 09:46:24","9:46:24",2,1652751976,0.001974338,1.974338031,36.85796131,91.2503,65.50420168,6.679510114,9.304858103,0.145147239,3.254910946,0.141644939,0.088835716,305.3988412,27.71896725,25,3.733110442,67.53265885,2.354201662,3.486019509,1.37890878,-87.06830717,-204.8115989,-13.59815227,-0.079217208,26.1212634,1.951499469,0.806166443,118.701043,105.8960388,1.689325758,89.12386144,1.974338031,21.93772122,23.09482353,1.26e-05,105.3543778,0,0,1,0,53928.48654,1999.99375,1681.194606,0.84059993,0.152699898,3,0.5,"0: Broadleaf",2,TRUE,1652751976,91.2503,107.0294375,23.0870375,21.94320417,92.52606667,23.5012125,500.01475,101.8707083,0.100004121,26.55180833,27.96249583,999.9,0,0,9996.432917,774.152625,39.05260417,1999.99375,0.98000125,0.019998713,33,44861.125,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,25.61534523,8.957038788,0.895578391,0,-15.541585,-5.154459287,0.502257909,0,1.139225,0.115966154,0.011508679,0,0.142553695,0.014707527,0.001509416,1,1,4,"1月4日,2.91016",2.6728,0.0295839,0.0337613,0.111936,0.107016,26405.5,25707,26130,25642,36022.7,35866.3,41441.7,41229.1,1.98993,1.84077,0.0683516,0,100,100,-1.3,-0.414,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1280.3,1280.3,0.429688,2.56348,1.60278,2.26196,1.50269,2.29126,35.7777,23.8511,19,531.29,503.395,24.9689,31.61,30.0002,31.5375,31.5344,8.62302,31.7551,56.2092,24.9713,130.826,22,100.646,98.4696,NA
